houseID,title,link,community,years,housetype,square,direction,floor,taxtype,totalPrice,unitPrice,followInfo,decoration,validdate,coor_x,y
101103578155,阳光都市 3室2厅 2200万,https://bj.lianjia.com/ershoufang/101103578155.html,阳光都市 ,高楼层(共24层)/2000年建塔楼/工体,3室2厅,201.42平米,东南,高楼层(共24层)/2000年建塔楼/工体,房本满五年,2200,109225,0人关注/0次带看近地铁房本满两年2200万单价109225元/平米,精装,2018-11-03 15:11:50.338743,"116.439982,39.935831"
101103586479,民安小区东直门内北小街 3室1厅 1246万,https://bj.lianjia.com/ershoufang/101103586479.html,民安小区东直门内北小街 ,低楼层(共16层)/2003年建板楼/东直门,3室1厅,118.49平米,东 西,低楼层(共16层)/2003年建板楼/东直门,房本满五年,1246,105157,4人关注/0次带看房本满五年1246万单价105157元/平米,其他,2018-11-03 15:11:50.338834,"116.430008,39.942799"
101103608500,保利蔷薇 1室1厅 680万,https://bj.lianjia.com/ershoufang/101103608500.html,保利蔷薇 ,中楼层(共16层)/2008年建板塔结合/广渠门,1室1厅,62.32平米,东南,中楼层(共16层)/2008年建板塔结合/广渠门,房本满五年,680,109115,11人关注/0次带看近地铁房本满两年680万单价109115元/平米,其他,2018-11-03 15:11:50.338924,"116.435407,39.890503"
101103615682,东城区  南向一居室  电梯房,https://bj.lianjia.com/ershoufang/101103615682.html,景泰西里西区 ,低楼层(共10层)/2005年建板塔结合/永定门,1室1厅,60.29平米,南,低楼层(共10层)/2005年建板塔结合/永定门,房本满五年,415,68834,43人关注/0次带看近地铁房本满五年415万单价68834元/平米,精装,2018-11-03 15:11:50.339009,"116.408058,39.863235"
101102441190,2013年开盘 2015年交房 历峰后排三居 精装修恒温恒湿,https://bj.lianjia.com/ershoufang/101102441190.html,当代MOMA ,高楼层(共18层)/2009年建塔楼/东直门,3室2厅,180.65平米,西北,高楼层(共18层)/2009年建塔楼/东直门,房本满五年,2150,119015,55人关注/4次带看房本满两年2150万单价119015元/平米,精装,2018-11-03 15:11:50.339091,"116.437612,39.950573"
101102613955,东城~安定门商圈~南北三居室。税费少。诚心卖！,https://bj.lianjia.com/ershoufang/101102613955.html,黄寺大街2号院 ,顶层(共6层)/1990年建板楼/安定门,3室1厅,80.02平米,东 南 北,顶层(共6层)/1990年建板楼/安定门,房本满五年,700,87479,95人关注/0次带看近地铁房本满五年700万单价87479元/平米,简装,2018-11-03 15:11:50.339175,"116.403757,39.958385"
101102766950,东西北通透三居室 户型合理  配套齐全,https://bj.lianjia.com/ershoufang/101102766950.html,富贵园三区 ,低楼层(共18层)/2002年建塔楼/东花市,3室1厅,104.17平米,东 南 西 北,低楼层(共18层)/2002年建塔楼/东花市,房本满五年,915,87838,162人关注/3次带看近地铁房本满五年915万单价87838元/平米,精装,2018-11-03 15:11:50.339256,"116.432926,39.893930"
101102951246,东城区胡家园户型方正 明厨明卫 诚意出售,https://bj.lianjia.com/ershoufang/101102951246.html,胡家园小区 ,低楼层(共17层)/1991年建塔楼/东直门,2室1厅,64.48平米,东北,低楼层(共17层)/1991年建塔楼/东直门,房本满五年,530,82197,125人关注/3次带看房本满五年530万单价82197元/平米,精装,2018-11-03 15:11:50.339335,"116.445696,39.945281"
101103131933,东城民旺园（院内）双朝南两居 中层 税低 车位充足,https://bj.lianjia.com/ershoufang/101103131933.html,民旺园 ,中楼层(共6层)/1986年建板楼/和平里,2室1厅,56.2平米,南,中楼层(共6层)/1986年建板楼/和平里,房本满五年,590,104983,23人关注/5次带看近地铁房本满五年590万单价104983元/平米,简装,2018-11-03 15:11:50.339415,"116.427766,39.951474"
101103184248,东直门内 华普花园 改善性住宅 东南4居室 单价低,https://bj.lianjia.com/ershoufang/101103184248.html,华普花园 ,中楼层(共22层)/2001年建塔楼/东直门,4室1厅,207.12平米,东 东南 南,中楼层(共22层)/2001年建塔楼/东直门,房本满五年,1550,74836,41人关注/4次带看房本满两年1550万单价74836元/平米,精装,2018-11-03 15:11:50.339496,"116.432590,39.936187"
101102463585,自由季 2房间1卫 265万,https://bj.lianjia.com/ershoufang/101102463585.html,自由季 ,低楼层(共10层)/2010年建板塔结合/广渠门,2房间1卫,53.36平米,东 西 北,低楼层(共10层)/2010年建板塔结合/广渠门,房本满五年,265,49663,77人关注/1次带看房本满五年265万单价49663元/平米,其他,2018-11-03 15:11:50.339575,"116.437104,39.890148"
101102652809,东单西总布胡同 西南向 采光好,https://bj.lianjia.com/ershoufang/101102652809.html,西总布胡同 ,高楼层(共6层)/1997年建板楼/建国门内,1室1厅,50.36平米,西南,高楼层(共6层)/1997年建板楼/建国门内,房本满五年,555,110207,55人关注/5次带看近地铁房本满五年随时看房555万单价110207元/平米,简装,2018-11-03 15:11:50.339658,"116.422405,39.912293"
101102986421,东城区 崇文门 望西山景观 小开间 经典舒适,https://bj.lianjia.com/ershoufang/101102986421.html,太华公寓 ,中楼层(共18层)/2000年建塔楼/崇文门,1室0厅,64.79平米,西,中楼层(共18层)/2000年建塔楼/崇文门,房本满五年,485,74858,13人关注/1次带看近地铁房本满五年485万单价74858元/平米,简装,2018-11-03 15:11:50.339738,"116.417569,39.896538"
101103156614,南北通透两居，采光好不临街，视野开阔,https://bj.lianjia.com/ershoufang/101103156614.html,柏树胡同 ,高楼层(共7层)/1989年建板楼/灯市口,2室1厅,59.29平米,南 北,高楼层(共7层)/1989年建板楼/灯市口,房本满五年,680,114691,41人关注/8次带看房本满五年随时看房680万单价114691元/平米,简装,2018-11-03 15:11:51.895049,"116.413149,39.917631"
101103266765,朝阳门南小街 3室2厅 1380万,https://bj.lianjia.com/ershoufang/101103266765.html,朝阳门南小街 ,顶层(共9层)/2004年建板楼/朝阳门内,3室2厅,130.77平米,东 西,顶层(共9层)/2004年建板楼/朝阳门内,房本满五年,1380,105529,10人关注/6次带看近地铁房本满五年1380万单价105529元/平米,其他,2018-11-03 15:11:51.895212,"116.426324,39.917725"
101103482283,东二环崇文门 西南商品两居室 可观空中花园 单价7万,https://bj.lianjia.com/ershoufang/101103482283.html,太华公寓 ,低楼层(共18层)/2000年建塔楼/崇文门,2室1厅,153.41平米,西南,低楼层(共18层)/2000年建塔楼/崇文门,房本满五年,988,64403,8人关注/2次带看近地铁房本满两年988万单价64403元/平米,精装,2018-11-03 15:11:51.895305,"116.417569,39.896538"
101103504656,建国门北大街5号 1室0厅 450万,https://bj.lianjia.com/ershoufang/101103504656.html,建国门北大街5号 ,低楼层(共24层)/2008年建塔楼/建国门内,1室0厅,67.44平米,南,低楼层(共24层)/2008年建塔楼/建国门内,房本满五年,450,66726,20人关注/6次带看近地铁房本满五年450万单价66726元/平米,简装,2018-11-03 15:11:51.895387,"116.433714,39.914319"
101103522575,鸿运花园 3室2厅 1499万,https://bj.lianjia.com/ershoufang/101103522575.html,鸿运花园 ,高楼层(共6层)/1996年建板楼/左安门,3室2厅,169.16平米,南 北,高楼层(共6层)/1996年建板楼/左安门,房本满五年,1499,88615,9人关注/2次带看房本满五年1499万单价88615元/平米,简装,2018-11-03 15:11:51.895479,"116.424544,39.875592"
101103541992,东总布胡同19号院 3室1厅 825万,https://bj.lianjia.com/ershoufang/101103541992.html,东总布胡同19号院 ,高楼层(共6层)/1992年建板楼/建国门内,3室1厅,78.44平米,西北,高楼层(共6层)/1992年建板楼/建国门内,房本满五年,825,105176,8人关注/1次带看近地铁房本满五年825万单价105176元/平米,其他,2018-11-03 15:11:51.895567,"116.431898,39.912398"
101103003136,安定门鼓楼青年湖板楼三层南北通透三居室,https://bj.lianjia.com/ershoufang/101103003136.html,安德路47号院 ,中楼层(共6层)/1994年建板楼/安定门,3室1厅,70.81平米,南,中楼层(共6层)/1994年建板楼/安定门,房本满五年,660,93208,122人关注/0次带看近地铁660万单价93208元/平米,毛坯,2018-11-03 15:11:51.895655,"116.401466,39.952541"
101103086599,雍和宫 公安局家属楼 公房满五唯一 诚意卖,https://bj.lianjia.com/ershoufang/101103086599.html,炮局头条 ,高楼层(共6层)/1991年建板楼/东直门,2室1厅,57.55平米,南 北,高楼层(共6层)/1991年建板楼/东直门,房本满五年,585,101651,45人关注/0次带看近地铁房本满五年585万单价101651元/平米,简装,2018-11-03 15:11:51.895739,"116.421792,39.946844"
101103569702,东城南北通透两居室，业主诚心出售,https://bj.lianjia.com/ershoufang/101103569702.html,安贞苑50号院 ,高楼层(共6层)/2000年建板楼/安贞,2室1厅,88.95平米,南 北,高楼层(共6层)/2000年建板楼/安贞,房本满五年,900,101181,10人关注/0次带看房本满五年900万单价101181元/平米,简装,2018-11-03 15:11:51.895824,"116.409035,39.970671"
101102196613,朝阳门南小街 东西两居室 业主自住,https://bj.lianjia.com/ershoufang/101102196613.html,朝阳门南小街 ,16层/2004年建板塔结合/朝阳门内,2室1厅,91.08平米,东 西,16层/2004年建板塔结合/朝阳门内,房本满五年,1150,126263,28人关注/0次带看近地铁1150万单价126263元/平米,简装,2018-11-03 15:11:51.895916,"116.426324,39.917725"
101102590830,花市枣苑 无遮挡三居室 户型好  诚心出售,https://bj.lianjia.com/ershoufang/101102590830.html,花市枣苑二期 ,高楼层(共19层)/2004年建塔楼/东花市,3室2厅,149.35平米,东 北,高楼层(共19层)/2004年建塔楼/东花市,房本满五年,1550,103784,17人关注/0次带看近地铁1550万单价103784元/平米,精装,2018-11-03 15:11:51.896000,"116.430380,39.897210"
101102917028,中低楼层全南三居室   不临街,https://bj.lianjia.com/ershoufang/101102917028.html,幸福南里 ,低楼层(共3层)/1965年建板楼/广渠门,3室1厅,71.1平米,南,低楼层(共3层)/1965年建板楼/广渠门,房本满五年,530,74543,81人关注/4次带看近地铁530万单价74543元/平米,其他,2018-11-03 15:11:51.896080,"116.432640,39.884559"
101102581598,东城区 低总价 南北通透 两居改一居,https://bj.lianjia.com/ershoufang/101102581598.html,定安里 ,顶层(共6层)/1984年建板楼/永定门,2室1厅,54.1平米,南 北,顶层(共6层)/1984年建板楼/永定门,房本满五年,375,69317,89人关注/3次带看近地铁房本满五年375万单价69317元/平米,精装,2018-11-03 15:11:51.896166,"116.413338,39.861579"
101102651760,东城东花市商品房复式结构带露台和阳光房花园社区,https://bj.lianjia.com/ershoufang/101102651760.html,花市枣苑一期 ,顶层(共18层)/2003年建塔楼/东花市,4室1厅,207.06平米,东 北,顶层(共18层)/2003年建塔楼/东花市,房本满五年,2000,96591,15人关注/3次带看近地铁房本满两年随时看房2000万单价96591元/平米,其他,2018-11-03 15:11:51.896255,"116.429252,39.896136"
101103121690,金世纪嘉园 朝北大一居 可改两居室 中间楼层 无遮挡,https://bj.lianjia.com/ershoufang/101103121690.html,金世纪嘉园 ,中楼层(共21层)/2003年建塔楼/广渠门,1室1厅,68.62平米,北,中楼层(共21层)/2003年建塔楼/广渠门,房本满五年,590,85981,10人关注/2次带看房本满五年590万单价85981元/平米,其他,2018-11-03 15:11:51.896341,"116.444803,39.898489"
101103307101,万国城MOMA 2室1厅 980万,https://bj.lianjia.com/ershoufang/101103307101.html,万国城MOMA ,高楼层(共22层)/2006年建塔楼/东直门,2室1厅,101.46平米,东,高楼层(共22层)/2006年建塔楼/东直门,房本满五年,980,96590,34人关注/1次带看近地铁房本满五年980万单价96590元/平米,精装,2018-11-03 15:11:51.896418,"116.437750,39.949335"
101103335254,北二环 安定门 华府景园 精装修 带电梯,https://bj.lianjia.com/ershoufang/101103335254.html,华府景园 ,高楼层(共16层)/2001年建塔楼/安定门,1室2厅,75.25平米,东,高楼层(共16层)/2001年建塔楼/安定门,房本满五年,710,94353,88人关注/6次带看房本满五年710万单价94353元/平米,精装,2018-11-03 15:11:51.896499,"116.406039,39.960573"
101103361915,海运仓小区 2室1厅 768万,https://bj.lianjia.com/ershoufang/101103361915.html,海运仓小区 ,中楼层(共6层)/2003年建板楼/东直门,2室1厅,66.31平米,南 北,中楼层(共6层)/2003年建板楼/东直门,房本满五年,768,115820,10人关注/4次带看房本满五年768万单价115820元/平米,简装,2018-11-03 15:11:51.896730,"116.428217,39.940826"
101102373469,东二环内 大户型三居室 封闭式社区 人车分流 中高层,https://bj.lianjia.com/ershoufang/101102373469.html,禾风仕家 ,高楼层(共10层)/2004年建板塔结合/金宝街,3室1厅,148.9平米,北,高楼层(共10层)/2004年建板塔结合/金宝街,房本满五年,1490,100068,135人关注/2次带看近地铁房本满五年1490万单价100068元/平米,简装,2018-11-03 15:11:51.896820,"116.420394,39.923171"
101102481619,东花市北里一层带小院4平米 南北通透两居老人宜居,https://bj.lianjia.com/ershoufang/101102481619.html,东花市北里中区 ,底层(共6层)/1994年建板楼/东花市,2室2厅,95.24平米,南 北,底层(共6层)/1994年建板楼/东花市,房本满五年,895,93974,125人关注/0次带看近地铁房本满五年895万单价93974元/平米,简装,2018-11-03 15:11:51.896921,"116.433533,39.898919"
101102840104,满五唯一+电梯直达+两梯三户+视野开阔+主体朝南+简装,https://bj.lianjia.com/ershoufang/101102840104.html,海运仓胡同3号院 ,顶层(共16层)/1986年建塔楼/东直门,4室1厅,106.56平米,东南 南,顶层(共16层)/1986年建塔楼/东直门,房本满五年,1013,95064,56人关注/1次带看近地铁房本满五年1013万单价95064元/平米,简装,2018-11-03 15:11:51.897004,"116.428074,39.937374"
101102855571,花市枣苑三期商品房 南北通透 有花园 精装,https://bj.lianjia.com/ershoufang/101102855571.html,花市枣苑三期 ,底层(共18层)/2005年建塔楼/东花市,3室2厅,130.63平米,西南 北,底层(共18层)/2005年建塔楼/东花市,房本满五年,1350,103346,26人关注/1次带看近地铁房本满五年1350万单价103346元/平米,简装,2018-11-03 15:11:51.897084,"116.429251,39.896136"
101103016421,东城区 和平里 康鸿家园 精装三室两卫 南北通透采光好,https://bj.lianjia.com/ershoufang/101103016421.html,康鸿家园 ,高楼层(共6层)/2000年建板楼/和平里,3室2厅,144.95平米,南 西 北,高楼层(共6层)/2000年建板楼/和平里,房本满五年,1470,101415,69人关注/8次带看近地铁房本满两年1470万单价101415元/平米,精装,2018-11-03 15:11:51.897168,"116.409556,39.960844"
101103140324,南锣鼓巷地铁边 满五年唯一2居 中间楼层精装修,https://bj.lianjia.com/ershoufang/101103140324.html,北河沿大街 ,中楼层(共5层)/1988年建板楼/灯市口,2室2厅,54.61平米,东 西,中楼层(共5层)/1988年建板楼/灯市口,房本满五年,650,119026,29人关注/3次带看近地铁房本满五年650万单价119026元/平米,简装,2018-11-03 15:11:51.897248,"116.405727,39.929865"
101103320333,温馨两居，东南向，低楼层，双卫，人车分流，地库会所,https://bj.lianjia.com/ershoufang/101103320333.html,和平新城一期 ,低楼层(共19层)/2003年建板塔结合/和平里,2室2厅,109.38平米,东南,低楼层(共19层)/2003年建板塔结合/和平里,房本满五年,1080,98739,27人关注/4次带看近地铁房本满五年1080万单价98739元/平米,精装,2018-11-03 15:11:51.897328,"116.425745,39.952086"
101103324745,春秀路  满五年公房三居室   无遮挡,https://bj.lianjia.com/ershoufang/101103324745.html,春秀路 ,底层(共21层)/1992年建塔楼/工体,3室1厅,77.94平米,西南,底层(共21层)/1992年建塔楼/工体,房本满五年,745,95587,29人关注/6次带看近地铁房本满五年745万单价95587元/平米,其他,2018-11-03 15:11:51.897410,"116.444267,39.938480"
101103463350,东直门内北小街16号院，东西两居室，精装修，采光好,https://bj.lianjia.com/ershoufang/101103463350.html,东直门内北小街16号 ,低楼层(共10层)/2003年建板塔结合/东直门,2室1厅,90.38平米,东 西,低楼层(共10层)/2003年建板塔结合/东直门,房本满五年,830,91835,11人关注/0次带看830万单价91835元/平米,精装,2018-11-03 15:11:51.897492,"116.425735,39.945488"
101103525939,南向开间，装修不到一年，高层没有遮挡。,https://bj.lianjia.com/ershoufang/101103525939.html,元嘉国际公寓 ,高楼层(共10层)/2003年建塔楼/东直门,1室0厅,49.64平米,南,高楼层(共10层)/2003年建塔楼/东直门,房本满五年,485,97704,7人关注/1次带看近地铁房本满两年485万单价97704元/平米,精装,2018-11-03 15:11:51.897593,"116.436995,39.936557"
101101925567,70年产权商品房，中高楼层，视野好,https://bj.lianjia.com/ershoufang/101101925567.html,金隆基大厦 ,中楼层(共12层)/2000年建塔楼/东四,1室0厅,69.47平米,北,中楼层(共12层)/2000年建塔楼/东四,房本满五年,720,103642,9人关注/0次带看近地铁房本满两年720万单价103642元/平米,简装,2018-11-03 15:11:51.897685,"116.412965,39.925675"
101102191457,2010年楼盘 50年产权 东二环内办公房 朝西向,https://bj.lianjia.com/ershoufang/101102191457.html,自由季 ,顶层(共10层)/2010年建板塔结合/广渠门,1房间1卫,51.49平米,西,顶层(共10层)/2010年建板塔结合/广渠门,房本满五年,206,40008,127人关注/3次带看房本满五年206万单价40008元/平米,精装,2018-11-03 15:11:51.897766,"116.437104,39.890148"
101102315208,后海烟袋斜街，离鼓楼 100米，二层独栋小楼，送露台,https://bj.lianjia.com/ershoufang/101102315208.html,辛安里 ,底层(共2层)/1993年建暂无数据/地安门,3室1厅,103.6平米,南 北,底层(共2层)/1993年建暂无数据/地安门,房本满五年,1500,144788,544人关注/0次带看近地铁房本满五年1500万单价144788元/平米,精装,2018-11-03 15:11:53.523494,"116.397454,39.939028"
101102444561,海晟北区  西向开间 诚意出售,https://bj.lianjia.com/ershoufang/101102444561.html,海晟名苑北区 ,22层/2007年建板塔结合/工体,1室0厅,47.94平米,西,22层/2007年建板塔结合/工体,房本满五年,510,106383,22人关注/0次带看近地铁房本满五年510万单价106383元/平米,精装,2018-11-03 15:11:53.523642,"116.441551,39.939523"
101102648004,灯市口西街 南向1居室 满五年 业主委托钥匙,https://bj.lianjia.com/ershoufang/101102648004.html,灯市口西街 ,低楼层(共6层)/1989年建板楼/灯市口,1室1厅,45.73平米,南,低楼层(共6层)/1989年建板楼/灯市口,房本满五年,535,116992,59人关注/8次带看近地铁房本满五年随时看房535万单价116992元/平米,简装,2018-11-03 15:11:53.523728,"116.408625,39.918447"
101103159428,【东单协和】2008年商品房【社科院】正规一居室采光好,https://bj.lianjia.com/ershoufang/101103159428.html,建国门北大街5号 ,中楼层(共24层)/2008年建塔楼/建国门内,1室1厅,68.81平米,北,中楼层(共24层)/2008年建塔楼/建国门内,房本满五年,482,70048,48人关注/11次带看近地铁房本满两年随时看房482万单价70048元/平米,其他,2018-11-03 15:11:53.523813,"116.433714,39.914319"
101103528076,龙潭北里二条 2室1厅 530万,https://bj.lianjia.com/ershoufang/101103528076.html,龙潭北里二条 ,底层(共5层)/1960年建板楼/左安门,2室1厅,58.9平米,南 北,底层(共5层)/1960年建板楼/左安门,房本满五年,530,89984,6人关注/6次带看房本满两年530万单价89984元/平米,精装,2018-11-03 15:11:53.523908,"116.437056,39.883704"
101102291816,海运仓小区 东西南三居室 低楼层 交通便利,https://bj.lianjia.com/ershoufang/101102291816.html,海运仓小区 ,低楼层(共7层)/2002年建板楼/东直门,3室1厅,88.78平米,东 西南,低楼层(共7层)/2002年建板楼/东直门,房本满五年,1050,118270,80人关注/0次带看1050万单价118270元/平米,简装,2018-11-03 15:11:53.523990,"116.428217,39.940826"
101102583747,灯市口玉石胡同明厨明卫中间层南北两居诚意出售,https://bj.lianjia.com/ershoufang/101102583747.html,玉石胡同 ,中楼层(共6层)/1990年建板楼/灯市口,2室1厅,70.73平米,南 北,中楼层(共6层)/1990年建板楼/灯市口,房本满五年,850,120176,74人关注/1次带看近地铁850万单价120176元/平米,精装,2018-11-03 15:11:53.524070,"116.413245,39.922437"
101102831578,东二环内 仓南三居 楼层适中 交通方便,https://bj.lianjia.com/ershoufang/101102831578.html,仓南胡同14号院 ,中楼层(共6层)/1993年建板楼/朝阳门内,3室1厅,80.43平米,西,中楼层(共6层)/1993年建板楼/朝阳门内,房本满五年,880,109412,2人关注/3次带看近地铁880万单价109412元/平米,其他,2018-11-03 15:11:53.524168,"116.429345,39.926758"
101102971255,永定门东街东里 2室1厅 432万,https://bj.lianjia.com/ershoufang/101102971255.html,永定门东街东里 ,底层(共6层)/1976年建板楼/天坛,2室1厅,52.69平米,南,底层(共6层)/1976年建板楼/天坛,房本满五年,432,81989,30人关注/0次带看432万单价81989元/平米,其他,2018-11-03 15:11:53.524254,"116.412508,39.873598"
101103062744,都市馨园两居室，南北通透，带小院,https://bj.lianjia.com/ershoufang/101103062744.html,兴隆都市馨园 ,地下室(共6层)/2003年建板塔结合/崇文门,2室1厅,67.95平米,南 北,地下室(共6层)/2003年建板塔结合/崇文门,房本满五年,550,80942,15人关注/0次带看近地铁550万单价80942元/平米,其他,2018-11-03 15:11:53.524338,"116.414045,39.895318"
101102591109,70年产权住宅，开发商送精装修，物业管理好,https://bj.lianjia.com/ershoufang/101102591109.html,国瑞城西区 ,低楼层(共16层)/2009年建塔楼/崇文门,1室1厅,122.81平米,西,低楼层(共16层)/2009年建塔楼/崇文门,房本满五年,900,73284,47人关注/1次带看近地铁900万单价73284元/平米,精装,2018-11-03 15:11:53.524418,"116.419849,39.898263"
101102827549,东城 东西通透2居，满五年唯一 采光通风好,https://bj.lianjia.com/ershoufang/101102827549.html,景泰西里西区 ,中楼层(共13层)/2005年建板塔结合/永定门,2室1厅,90.7平米,东 西,中楼层(共13层)/2005年建板塔结合/永定门,房本满五年,600,66153,42人关注/0次带看近地铁房本满五年600万单价66153元/平米,精装,2018-11-03 15:11:53.524496,"116.408058,39.863235"
101103141943,东西通透大两居室，采光好，出行方便,https://bj.lianjia.com/ershoufang/101103141943.html,东水井胡同 ,低楼层(共15层)/2005年建塔楼/朝阳门内,2室1厅,72.96平米,东 西,低楼层(共15层)/2005年建塔楼/朝阳门内,房本满五年,735,100741,22人关注/1次带看近地铁房本满五年735万单价100741元/平米,精装,2018-11-03 15:11:53.524576,"116.430262,39.923127"
101103186770,和平里一区 双南向 带电梯两居室 满五年公房,https://bj.lianjia.com/ershoufang/101103186770.html,和平里一区 ,高楼层(共11层)/1990年建板塔结合/和平里,2室1厅,52.64平米,南,高楼层(共11层)/1990年建板塔结合/和平里,房本满五年,535,101634,98人关注/42次带看近地铁房本满五年随时看房535万单价101634元/平米,简装,2018-11-03 15:11:53.524655,"116.421552,39.958789"
101103193894,华润物业管理 业主和善 满五唯一 精装修 看房方便,https://bj.lianjia.com/ershoufang/101103193894.html,柏林寺西 ,顶层(共6层)/1985年建板楼/和平里,2室1厅,60.35平米,东,顶层(共6层)/1985年建板楼/和平里,房本满五年,588,97432,8人关注/1次带看近地铁房本满五年588万单价97432元/平米,精装,2018-11-03 15:11:53.524735,"116.419904,39.946226"
101103320269,2001年建成板楼社区，南北通透，满五年公房，看房方便,https://bj.lianjia.com/ershoufang/101103320269.html,民旺园十九号院 ,中楼层(共7层)/2000年建板楼/和平里,3室2厅,104.4平米,南 北,中楼层(共7层)/2000年建板楼/和平里,房本满五年,1050,100575,11人关注/5次带看房本满五年1050万单价100575元/平米,精装,2018-11-03 15:11:53.524815,"116.429965,39.951939"
101103336129,管村10号 2室1厅 406万,https://bj.lianjia.com/ershoufang/101103336129.html,管村10号 ,低楼层(共6层)/1980年建板楼/永定门,2室1厅,58.45平米,南 北,低楼层(共6层)/1980年建板楼/永定门,房本满五年,406,69462,32人关注/6次带看近地铁房本满五年406万单价69462元/平米,精装,2018-11-03 15:11:53.524916,"116.397139,39.863853"
101103350242,北官厅胡同2号院，中间楼层南北通透两居室,https://bj.lianjia.com/ershoufang/101103350242.html,北官厅胡同2号院 ,中楼层(共6层)/1988年建板楼/东直门,2室1厅,58.28平米,南 北,中楼层(共6层)/1988年建板楼/东直门,房本满五年,639,109644,20人关注/4次带看近地铁房本满五年639万单价109644元/平米,简装,2018-11-03 15:11:53.525164,"116.427701,39.947310"
101103398224,民旺园两居室带客厅1996年楼龄产权清晰业主诚意出售,https://bj.lianjia.com/ershoufang/101103398224.html,民旺园 ,顶层(共6层)/1996年建板楼/和平里,2室1厅,67.75平米,南 北,顶层(共6层)/1996年建板楼/和平里,房本满五年,642,94761,9人关注/3次带看近地铁房本满五年642万单价94761元/平米,精装,2018-11-03 15:11:53.525249,"116.427766,39.951474"
101103480755,金鱼池西区 3室2厅 870万,https://bj.lianjia.com/ershoufang/101103480755.html,金鱼池西区 ,顶层(共4层)/2003年建板塔结合/天坛,3室2厅,106.06平米,东 西,顶层(共4层)/2003年建板塔结合/天坛,房本满五年,870,82030,10人关注/0次带看近地铁房本满五年870万单价82030元/平米,其他,2018-11-03 15:11:53.525330,"116.406666,39.889493"
101103548237,法华南里 全明格局 低楼层一居室,https://bj.lianjia.com/ershoufang/101103548237.html,法华南里 ,低楼层(共6层)/1993年建板楼/崇文门,1室1厅,46.84平米,西北,低楼层(共6层)/1993年建板楼/崇文门,房本满五年,421,89881,16人关注/4次带看近地铁房本满五年421万单价89881元/平米,精装,2018-11-03 15:11:53.525410,"116.427080,39.886101"
101103551136,小黄庄一区 2室1厅 599万,https://bj.lianjia.com/ershoufang/101103551136.html,小黄庄一区 ,中楼层(共6层)/1992年建板楼/安贞,2室1厅,60.3平米,南 北,中楼层(共6层)/1992年建板楼/安贞,房本满五年,599,99337,5人关注/4次带看近地铁房本满两年599万单价99337元/平米,简装,2018-11-03 15:11:53.525489,"116.409884,39.963044"
101103556417,东四北大街 2室1厅 680万,https://bj.lianjia.com/ershoufang/101103556417.html,东四北大街 ,中楼层(共12层)/1992年建板塔结合/东四,2室1厅,73.25平米,东 西,中楼层(共12层)/1992年建板塔结合/东四,房本满五年,680,92833,30人关注/3次带看近地铁房本满五年680万单价92833元/平米,其他,2018-11-03 15:11:53.525592,"116.417281,39.925842"
101103557227,培新街 西向一居 中间层 采光好无遮挡,https://bj.lianjia.com/ershoufang/101103557227.html,培新街乙5号院 ,中楼层(共17层)/1999年建塔楼/广渠门,1室1厅,55.15平米,西南,中楼层(共17层)/1999年建塔楼/广渠门,房本满五年,560,101542,3人关注/3次带看近地铁房本满五年560万单价101542元/平米,其他,2018-11-03 15:11:53.525679,"116.433315,39.890038"
101103558531,李村南里 2室1厅 468万,https://bj.lianjia.com/ershoufang/101103558531.html,李村南里 ,顶层(共6层)/1990年建板楼/永定门,2室1厅,65.48平米,南 北,顶层(共6层)/1990年建板楼/永定门,房本满五年,468,71473,19人关注/5次带看近地铁房本满两年468万单价71473元/平米,精装,2018-11-03 15:11:53.525758,"116.414508,39.866647"
101103569740,交东小区 高层一居室 楼层高 视野开阔,https://bj.lianjia.com/ershoufang/101103569740.html,交道口东大街 ,高楼层(共11层)/2003年建板塔结合/交道口,1室1厅,53.52平米,北,高楼层(共11层)/2003年建板塔结合/交道口,房本满五年,705,131727,9人关注/3次带看房本满五年705万单价131727元/平米,其他,2018-11-03 15:11:53.525838,"116.413610,39.940827"
101103584278,灯市口地铁甘柏社区朝南一居精装修低楼层朝南采光好,https://bj.lianjia.com/ershoufang/101103584278.html,甘雨胡同33号院 ,6层/1989年建板楼/灯市口,1室1厅,45.6平米,南,6层/1989年建板楼/灯市口,,540,118422,12人关注/2次带看近地铁房本满两年540万单价118422元/平米,精装,2018-11-03 15:11:53.525932,"116.414465,39.917161"
101103603566,国瑞城东区高层小户型，采光视野无遮挡，双阳台！,https://bj.lianjia.com/ershoufang/101103603566.html,国瑞城东区 ,高楼层(共16层)/2006年建板塔结合/崇文门,1室1厅,47.08平米,西,高楼层(共16层)/2006年建板塔结合/崇文门,,468,99406,9人关注/1次带看近地铁房本满两年468万单价99406元/平米,精装,2018-11-03 15:11:53.526028,"116.425803,39.898225"
101103603770,领行国际 1室0厅 460万,https://bj.lianjia.com/ershoufang/101103603770.html,领行国际 ,高楼层(共21层)/2005年建板塔结合/广渠门,1室0厅,62.22平米,北,高楼层(共21层)/2005年建板塔结合/广渠门,,460,73932,5人关注/1次带看近地铁房本满两年460万单价73932元/平米,其他,2018-11-03 15:11:53.526112,"116.441681,39.893102"
