101103116150|502|2018-11-03 15:10:35.503255
101103478560|608|2018-11-03 15:10:35.503299
101102509236|999|2018-11-03 15:10:35.503322
101103032413|960|2018-11-03 15:10:35.503341
101102898077|910|2018-11-03 15:10:35.503360
101102356372|1050|2018-11-03 15:10:35.503378
101102918479|1220|2018-11-03 15:10:35.503397
101103272118|510|2018-11-03 15:10:35.503415
101103410208|1190|2018-11-03 15:10:35.503433
101103633086|732|2018-11-03 15:10:35.503451
101103077209|579|2018-11-03 15:10:35.503469
101102781373|660|2018-11-03 15:10:35.503487
101102809955|1350|2018-11-03 15:10:35.503505
101102891794|840|2018-11-03 15:10:35.503523
101102944583|670|2018-11-03 15:10:35.503542
101103059422|700|2018-11-03 15:10:35.503560
101103180973|604|2018-11-03 15:10:35.503578
101103167375|1250|2018-11-03 15:10:35.503596
101103003213|3200|2018-11-03 15:10:35.503615
101102371290|496|2018-11-03 15:10:35.503633
101102984654|558|2018-11-03 15:10:35.503651
101103130126|620|2018-11-03 15:10:35.503669
101103153506|460|2018-11-03 15:10:35.503686
101101551081|1650|2018-11-03 15:10:35.503704
101102892875|2237|2018-11-03 15:10:35.503721
101102943024|680|2018-11-03 15:10:35.503739
101103070116|1030|2018-11-03 15:10:35.503757
101103603082|1080|2018-11-03 15:10:35.503775
101102148025|1230|2018-11-03 15:10:35.503793
101102945526|470|2018-11-03 15:10:35.503811
101103095299|545|2018-11-03 15:10:36.980521
101103167888|535|2018-11-03 15:10:36.980563
101103189794|798|2018-11-03 15:10:36.980584
101103101807|1100|2018-11-03 15:10:36.980602
101102203639|569|2018-11-03 15:10:36.980620
101102622345|560|2018-11-03 15:10:36.980639
101103015763|555|2018-11-03 15:10:36.980657
101103407035|660|2018-11-03 15:10:36.980674
101103633656|1180|2018-11-03 15:10:36.980691
101103547586|449|2018-11-03 15:10:36.980709
101102303096|650|2018-11-03 15:10:36.980727
101103081399|608|2018-11-03 15:10:36.980744
101103085809|700|2018-11-03 15:10:36.980762
101103181500|795|2018-11-03 15:10:36.980780
101103270288|1120|2018-11-03 15:10:36.980797
101102423732|1200|2018-11-03 15:10:36.980815
101102891990|578|2018-11-03 15:10:36.980839
101101984619|730|2018-11-03 15:10:36.980868
101102965954|1118|2018-11-03 15:10:36.980895
101102903289|638|2018-11-03 15:10:36.980914
101103169460|740|2018-11-03 15:10:36.980931
101102452549|599|2018-11-03 15:10:36.980949
101102482855|1280|2018-11-03 15:10:36.980967
101102788758|1100|2018-11-03 15:10:36.980985
101102826892|635|2018-11-03 15:10:36.981003
101102991317|870|2018-11-03 15:10:36.981020
101103107350|898|2018-11-03 15:10:36.981038
101103204802|800|2018-11-03 15:10:36.981056
101103151270|588|2018-11-03 15:10:36.981074
101102437547|1390|2018-11-03 15:10:36.981091
101102625878|725|2018-11-03 15:10:38.666393
101102644852|675|2018-11-03 15:10:38.666435
101102855482|399|2018-11-03 15:10:38.666457
101103094908|1468|2018-11-03 15:10:38.666475
101103347250|925|2018-11-03 15:10:38.666501
101103491638|600|2018-11-03 15:10:38.666521
101103508641|1850|2018-11-03 15:10:38.666538
101102439170|650|2018-11-03 15:10:38.666556
101103086018|655|2018-11-03 15:10:38.666578
101103567382|768|2018-11-03 15:10:38.666597
101102214817|950|2018-11-03 15:10:38.666636
101102393607|995|2018-11-03 15:10:38.666657
101102986686|1550|2018-11-03 15:10:38.666675
101103547875|1080|2018-11-03 15:10:38.666697
101102022540|600|2018-11-03 15:10:38.666716
101102384308|1670|2018-11-03 15:10:38.666737
101102418562|550|2018-11-03 15:10:38.666755
101102459306|820|2018-11-03 15:10:38.666773
101102715226|580|2018-11-03 15:10:38.666805
101102775452|1450|2018-11-03 15:10:38.666826
101102871542|570|2018-11-03 15:10:38.666868
101103126738|590|2018-11-03 15:10:38.666889
101103151617|718|2018-11-03 15:10:38.666921
101103253996|385|2018-11-03 15:10:38.666942
101103055747|583|2018-11-03 15:10:38.666960
101103079562|676|2018-11-03 15:10:38.666977
101103182726|538|2018-11-03 15:10:38.666994
101103202323|680|2018-11-03 15:10:38.667021
101103279004|780|2018-11-03 15:10:38.667041
101103301264|795|2018-11-03 15:10:38.667059
101103605503|1060|2018-11-03 15:10:40.272204
101101665529|1090|2018-11-03 15:10:40.272247
101100871263|1213|2018-11-03 15:10:40.272267
101102325756|1450|2018-11-03 15:10:40.272293
101102354170|788|2018-11-03 15:10:40.272317
101102635157|2250|2018-11-03 15:10:40.272339
101102659802|1550|2018-11-03 15:10:40.272359
101102747451|1699|2018-11-03 15:10:40.272380
101102852676|2300|2018-11-03 15:10:40.272402
101102247109|580|2018-11-03 15:10:40.272421
101102715720|426|2018-11-03 15:10:40.272442
101102970030|500|2018-11-03 15:10:40.272460
101103159411|454|2018-11-03 15:10:40.272478
101103467546|1080|2018-11-03 15:10:40.272495
101102856207|530|2018-11-03 15:10:40.272513
101103189250|450|2018-11-03 15:10:40.272530
101103578073|720|2018-11-03 15:10:40.272548
101101668796|3600|2018-11-03 15:10:40.272570
101102228890|1700|2018-11-03 15:10:40.272589
101102523018|426|2018-11-03 15:10:40.272606
101102798101|1030|2018-11-03 15:10:40.272624
101102808494|660|2018-11-03 15:10:40.272642
101102890704|830|2018-11-03 15:10:40.272660
101102898891|1299|2018-11-03 15:10:40.272677
101102912149|1400|2018-11-03 15:10:40.272695
101102940331|698|2018-11-03 15:10:40.272712
101103012287|508|2018-11-03 15:10:40.272730
101103134390|1089|2018-11-03 15:10:40.272748
101103153710|698|2018-11-03 15:10:40.272768
101102116930|460|2018-11-03 15:10:40.272787
101102612924|828|2018-11-03 15:10:41.943920
101102726945|1300|2018-11-03 15:10:41.943970
101102808417|565|2018-11-03 15:10:41.943991
101103012788|568|2018-11-03 15:10:41.944010
101103331198|498|2018-11-03 15:10:41.944028
101103108657|605|2018-11-03 15:10:41.944046
101103037822|540|2018-11-03 15:10:41.944068
101102964088|920|2018-11-03 15:10:41.944087
101103135258|810|2018-11-03 15:10:41.944105
101103179240|880|2018-11-03 15:10:41.944129
101103182027|599|2018-11-03 15:10:41.944149
101103187324|998|2018-11-03 15:10:41.944168
101103198538|1300|2018-11-03 15:10:41.944188
101103273936|630|2018-11-03 15:10:41.944206
101103630120|1068|2018-11-03 15:10:41.944241
101103638637|748|2018-11-03 15:10:41.944264
101103460956|1288|2018-11-03 15:10:41.944283
101103484765|635|2018-11-03 15:10:41.944303
101102617464|685|2018-11-03 15:10:41.944321
101102900143|368|2018-11-03 15:10:41.944340
101102997444|960|2018-11-03 15:10:41.944359
101103135361|968|2018-11-03 15:10:41.944378
101103312955|580|2018-11-03 15:10:41.944398
101101725161|799|2018-11-03 15:10:41.944417
101102173084|745|2018-11-03 15:10:41.944436
101102868446|1160|2018-11-03 15:10:41.944460
101103313638|600|2018-11-03 15:10:41.944491
101102747077|1400|2018-11-03 15:10:41.944513
101103505011|470|2018-11-03 15:10:41.944534
101101943881|550|2018-11-03 15:10:41.944553
101102679050|535|2018-11-03 15:10:43.535658
101102770646|575|2018-11-03 15:10:43.535703
101103133504|578|2018-11-03 15:10:43.535739
101103431931|720|2018-11-03 15:10:43.535762
101103554847|1450|2018-11-03 15:10:43.535782
101103559270|860|2018-11-03 15:10:43.535801
101103623226|700|2018-11-03 15:10:43.535819
101102407947|595|2018-11-03 15:10:43.535838
101102870129|850|2018-11-03 15:10:43.535865
101101635197|898|2018-11-03 15:10:43.535884
101102037305|650|2018-11-03 15:10:43.535902
101102083247|2000|2018-11-03 15:10:43.535919
101102119520|673|2018-11-03 15:10:43.535937
101102221948|750|2018-11-03 15:10:43.535954
101102496600|638|2018-11-03 15:10:43.535972
101102503519|1180|2018-11-03 15:10:43.535989
101102571269|980|2018-11-03 15:10:43.536007
101102602104|1400|2018-11-03 15:10:43.536025
101102662845|830|2018-11-03 15:10:43.536043
101102684209|780|2018-11-03 15:10:43.536060
101102697818|1360|2018-11-03 15:10:43.536079
101102721216|568|2018-11-03 15:10:43.536097
101102724566|670|2018-11-03 15:10:43.536115
101102782903|1345|2018-11-03 15:10:43.536133
101102797440|649|2018-11-03 15:10:43.536150
101103193231|680|2018-11-03 15:10:43.536169
101103193403|658|2018-11-03 15:10:43.536186
101102860107|535|2018-11-03 15:10:43.536205
101103195954|1370|2018-11-03 15:10:43.536222
101101691689|610|2018-11-03 15:10:43.536240
101102725592|1250|2018-11-03 15:10:45.181907
101102834927|2580|2018-11-03 15:10:45.181951
101102855015|2800|2018-11-03 15:10:45.181979
101103007111|1399|2018-11-03 15:10:45.182003
101103057084|810|2018-11-03 15:10:45.182023
101103130644|900|2018-11-03 15:10:45.182041
101103216593|595|2018-11-03 15:10:45.182064
